id,gene,cell,nsnp,b,se,CIlower,CIupper,pval,intercept,intercept_se,inter_CIlower,inter_CIupper,intercept_pval,hetero_Q,hetero_pvale,lo_ci,up_ci,or,or_lci95,or_uci95,fdr,cancer,cancerid,match,PPH4.PWCOCO.,ldcheck,H4..conventional.coloc.
"HCG4_B cell, naive",HCG4,"B cell, naive",1,0.037994998,0.010477026,NA,NA,0.000287282,NA,NA,NA,NA,NA,NA,NA,0.017460027,0.058529969,1.038726037,1.017613344,1.060276761,0.011118228,Prostate cancer,ieu-b-85,"HCG4_B cell, naive_Prostate cancer_ieu-b-85",1.55E-06,0.816762255,1
"HCG4B_T cell, CD4, TH1",HCG4B,"T cell, CD4, TH1",1,0.03041949,0.008391584,NA,NA,0.000288961,NA,NA,NA,NA,NA,NA,NA,0.013971987,0.046866994,1.03088689,1.014070051,1.047982612,0.011118228,Prostate cancer,ieu-b-85,"HCG4B_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.82E-06,0.819861433,1
"HCG4P5_T cell, CD4, TH17",HCG4P5,"T cell, CD4, TH17",1,-0.030689446,0.006819877,NA,NA,6.80E-06,NA,NA,NA,NA,NA,NA,NA,-0.044056405,-0.017322487,0.969776694,0.956899982,0.982826684,0.000494174,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.987684155,1
"HLA-H_NK cell, CD56dim CD16+",HLA-H,"NK cell, CD56dim CD16+",1,0.032129255,0.006914958,NA,NA,3.38E-06,NA,NA,NA,NA,NA,NA,NA,0.018575938,0.045682572,1.032650972,1.018749544,1.046742093,0.000270281,Prostate cancer,ieu-b-85,"HLA-H_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",5.47E-08,0.995742541,1
"HLA-H_Monocyte, non-classical",HLA-H,"Monocyte, non-classical",1,0.036708613,0.007900541,NA,NA,3.38E-06,NA,NA,NA,NA,NA,NA,NA,0.021223552,0.052193674,1.037390695,1.021450373,1.053579774,0.000270281,Prostate cancer,ieu-b-85,"HLA-H_Monocyte, non-classical_Prostate cancer_ieu-b-85",2.67E-07,0.995742541,1
"HLA-H_T cell, CD8, naive",HLA-H,"T cell, CD8, naive",1,0.029621791,0.006959848,NA,NA,2.08E-05,NA,NA,NA,NA,NA,NA,NA,0.015980489,0.043263092,1.03006488,1.01610886,1.044212583,0.001230267,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD8, naive_Prostate cancer_ieu-b-85",1.93E-06,0.951336883,1
"HLA-H_T cell, CD4, naive",HLA-H,"T cell, CD4, naive",1,0.031066814,0.006848061,NA,NA,5.72E-06,NA,NA,NA,NA,NA,NA,NA,0.017644614,0.044489014,1.031554424,1.0178012,1.045493491,0.00043232,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.61E-08,1,1
"HLA-H_Monocyte, classical",HLA-H,"Monocyte, classical",1,0.034805771,0.007994603,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.019136349,0.050475192,1.03541858,1.019320623,1.051770771,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_Monocyte, classical_Prostate cancer_ieu-b-85",4.02E-07,0.947242814,1
"HLA-H_T cell, CD4, TH2",HLA-H,"T cell, CD4, TH2",1,0.029735112,0.006829914,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016348481,0.043121742,1.030181615,1.016482849,1.044064994,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.947242814,1
"HLA-H_T cell, CD4, TFH",HLA-H,"T cell, CD4, TFH",1,0.0348181,0.007997435,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.019143128,0.050493072,1.035431346,1.019327532,1.051789576,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TFH_Prostate cancer_ieu-b-85",1.95E-08,0.947242814,1
"HLA-H_T cell, CD4, TH1",HLA-H,"T cell, CD4, TH1",1,0.030384006,0.006978959,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016705246,0.044062767,1.030850311,1.016845559,1.045047947,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.82E-06,0.947242814,1
"HLA-H_T cell, CD4, TH17",HLA-H,"T cell, CD4, TH17",1,0.029390421,0.006750741,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.016158969,0.042621874,1.029826582,1.016290231,1.043543229,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.947242814,1
"HLA-H_T cell, CD4, naive TREG",HLA-H,"T cell, CD4, naive TREG",1,0.028889651,0.006635718,NA,NA,1.34E-05,NA,NA,NA,NA,NA,NA,NA,0.015883643,0.041895658,1.029311004,1.016010459,1.042785667,0.00085569,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",1.55E-06,0.947242814,1
"HLA-H_T cell, CD4, TH1 TH17",HLA-H,"T cell, CD4, TH1 TH17",1,0.032174374,0.006822315,NA,NA,2.40E-06,NA,NA,NA,NA,NA,NA,NA,0.018802637,0.045546112,1.032697566,1.01898052,1.046599264,0.00021005,Prostate cancer,ieu-b-85,"HLA-H_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.06E-08,0.983409389,1
"HLA-G_T cell, CD4, TFH",HLA-G,"T cell, CD4, TFH",1,0.033297264,0.006741668,NA,NA,7.85E-07,NA,NA,NA,NA,NA,NA,NA,0.020083594,0.046510934,1.033857823,1.020286627,1.047609534,8.71E-05,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TFH_Prostate cancer_ieu-b-85",1.95E-08,0.964288648,1
"HLA-G_T cell, CD4, memory TREG",HLA-G,"T cell, CD4, memory TREG",1,0.033223122,0.007202845,NA,NA,3.98E-06,NA,NA,NA,NA,NA,NA,NA,0.019105546,0.047340698,1.033781173,1.019289225,1.048479163,0.00030852,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.87E-05,0.950977983,1
"HLA-G_T cell, CD4, naive",HLA-G,"T cell, CD4, naive",1,0.036715396,0.007759439,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021506895,0.051923897,1.037397731,1.021739835,1.053295581,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, naive_Prostate cancer_ieu-b-85",3.61E-08,0.93700464,1
"HLA-G_T cell, CD4, TH1 TH17",HLA-G,"T cell, CD4, TH1 TH17",1,0.037046716,0.007829461,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021700973,0.052392458,1.037741498,1.021938152,1.05378923,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",1.06E-08,0.929332632,1
"HLA-G_T cell, CD4, naive activated",HLA-G,"T cell, CD4, naive activated",1,0.038154647,0.008063611,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.02234997,0.053959325,1.038891882,1.022601601,1.055441671,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",1.59E-07,0.9887359,1
"HLA-G_T cell, CD4, TH17",HLA-G,"T cell, CD4, TH17",1,0.036544596,0.007723342,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021406845,0.051682347,1.037220559,1.021637615,1.053041187,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH17_Prostate cancer_ieu-b-85",3.78E-09,0.9887359,1
"HLA-G_Monocyte, non-classical",HLA-G,"Monocyte, non-classical",1,0.038354627,0.008105875,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.022467113,0.054242142,1.039099661,1.022721399,1.055740211,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_Monocyte, non-classical_Prostate cancer_ieu-b-85",1.79E-07,0.9887359,1
"HLA-G_NK cell, CD56dim CD16+",HLA-G,"NK cell, CD56dim CD16+",1,0.03776373,0.007980995,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.022120981,0.053406479,1.038485841,1.022367464,1.054858336,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",5.23E-08,0.9887359,1
"HLA-G_T cell, CD4, TH2",HLA-G,"T cell, CD4, TH2",1,0.035960324,0.007599862,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,0.021064594,0.050856054,1.036614717,1.021288018,1.052171427,0.000203286,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.9887359,1
"HCG4P5_T cell, CD4, TH1",HCG4P5,"T cell, CD4, TH1",1,-0.04617439,0.009513317,NA,NA,1.21E-06,NA,NA,NA,NA,NA,NA,NA,-0.064820491,-0.02752829,0.954875427,0.937235691,0.97284716,0.000123637,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.84E-06,0.941627641,1
"HCG4P5_T cell, CD4, TH2",HCG4P5,"T cell, CD4, TH2",1,-0.049426668,0.010445842,NA,NA,2.23E-06,NA,NA,NA,NA,NA,NA,NA,-0.069900519,-0.028952817,0.951774951,0.93248658,0.9714623,0.000203286,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, TH2_Prostate cancer_ieu-b-85",3.63E-08,0.926300378,1
"HLA-G_T cell, CD4, TH1",HLA-G,"T cell, CD4, TH1",1,0.032145437,0.007162842,NA,NA,7.20E-06,NA,NA,NA,NA,NA,NA,NA,0.018106267,0.046184607,1.032667683,1.018271179,1.047267727,0.000515911,Prostate cancer,ieu-b-85,"HLA-G_T cell, CD4, TH1_Prostate cancer_ieu-b-85",1.84E-06,0.984978837,1
"HCG4P5_T cell, CD4, memory TREG",HCG4P5,"T cell, CD4, memory TREG",1,-0.042823679,0.009542233,NA,NA,7.20E-06,NA,NA,NA,NA,NA,NA,NA,-0.061526456,-0.024120903,0.958080305,0.940328068,0.976167681,0.000515911,Prostate cancer,ieu-b-85,"HCG4P5_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",1.87E-05,0.947472518,1
"HLA-C_NK cell, CD56dim CD16+",HLA-C,"NK cell, CD56dim CD16+",1,0.044042307,0.00972105,NA,NA,5.88E-06,NA,NA,NA,NA,NA,NA,NA,0.02498905,0.063095565,1.045026566,1.025303893,1.065128623,0.000442524,Prostate cancer,ieu-b-85,"HLA-C_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.50E-06,1,1
"HLA-DRB5_Monocyte, non-classical",HLA-DRB5,"Monocyte, non-classical",1,0.046439691,0.007323513,NA,NA,2.28E-10,NA,NA,NA,NA,NA,NA,NA,0.032085605,0.060793777,1.047534901,1.032605897,1.062679743,1.16E-07,Prostate cancer,ieu-b-85,"HLA-DRB5_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,0.858785864,1
"HLA-DQB2_T cell, CD4, TH2",HLA-DQB2,"T cell, CD4, TH2",1,0.025788559,0.008094219,NA,NA,0.001442314,NA,NA,NA,NA,NA,NA,NA,0.009923889,0.041653228,1.02612396,1.009973294,1.042532895,0.037409098,Prostate cancer,ieu-b-85,"HLA-DQB2_T cell, CD4, TH2_Prostate cancer_ieu-b-85",1.25E-07,0.926544855,1
"HLA-DQB2_T cell, CD4, TH17",HLA-DQB2,"T cell, CD4, TH17",1,0.025595242,0.008033543,NA,NA,0.001442314,NA,NA,NA,NA,NA,NA,NA,0.009849498,0.041340987,1.025925613,1.009898164,1.042207424,0.037409098,Prostate cancer,ieu-b-85,"HLA-DQB2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",5.56E-09,0.926544855,1
"HLA-DQA2_T cell, CD4, naive activated",HLA-DQA2,"T cell, CD4, naive activated",1,0.030005705,0.009300661,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.011776409,0.048235001,1.030460413,1.011846024,1.04941724,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_T cell, CD4, naive activated_Prostate cancer_ieu-b-85",2.65E-09,0.809510474,1
"HLA-DQA2_Monocyte, classical",HLA-DQA2,"Monocyte, classical",1,0.022137914,0.006861936,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.008688519,0.035587309,1.022384776,1.008726373,1.036228117,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_Monocyte, classical_Prostate cancer_ieu-b-85",1.91E-09,0.809510474,1
"HLA-DQA2_Monocyte, non-classical",HLA-DQA2,"Monocyte, non-classical",1,0.022091847,0.006847657,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.008670439,0.035513256,1.022337679,1.008708136,1.036151383,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_Monocyte, non-classical_Prostate cancer_ieu-b-85",4.44E-09,0.809510474,1
"HLA-DQA2_NK cell, CD56dim CD16+",HLA-DQA2,"NK cell, CD56dim CD16+",1,0.026403579,0.008184135,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.010362674,0.042444483,1.026755241,1.010416552,1.043358131,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_NK cell, CD56dim CD16+_Prostate cancer_ieu-b-85",1.52E-09,0.809510474,1
"HLA-DQA2_T cell, CD4, TH17",HLA-DQA2,"T cell, CD4, TH17",1,0.026989517,0.008365754,NA,NA,0.001254498,NA,NA,NA,NA,NA,NA,NA,0.010592638,0.043386395,1.027357033,1.010648939,1.044341345,0.033687493,Prostate cancer,ieu-b-85,"HLA-DQA2_T cell, CD4, TH17_Prostate cancer_ieu-b-85",5.56E-09,0.809510474,1
"PSORS1C3_T cell, CD4, TFH",PSORS1C3,"T cell, CD4, TFH",1,0.04942783,0.011186899,NA,NA,9.94E-06,NA,NA,NA,NA,NA,NA,NA,0.027501508,0.071354153,1.050669763,1.027883165,1.073961505,0.000689214,Prostate cancer,ieu-b-85,"PSORS1C3_T cell, CD4, TFH_Prostate cancer_ieu-b-85",2.66E-11,1,1
"PM20D1_T cell, CD4, TH2",PM20D1,"T cell, CD4, TH2",1,0.03754012,0.007508024,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022824393,0.052255846,1.038253651,1.023086862,1.053645279,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.455289808,0.991691331,0.990352
"PM20D1_T cell, CD4, TH1",PM20D1,"T cell, CD4, TH1",1,0.040121991,0.008024398,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.024394171,0.055849812,1.040937752,1.024694143,1.057438857,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH1_Prostate cancer_ieu-b-85",0.902529986,0.991691331,0.90253
"PM20D1_T cell, CD4, TH1 TH17",PM20D1,"T cell, CD4, TH1 TH17",1,0.037051689,0.007410338,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022527427,0.051575951,1.037746659,1.022783085,1.052929154,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.868821437,0.991691331,0.868821
"PM20D1_T cell, CD4, naive TREG",PM20D1,"T cell, CD4, naive TREG",1,0.036961742,0.007392348,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.022472739,0.051450745,1.037653321,1.022727153,1.052797329,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, naive TREG_Prostate cancer_ieu-b-85",0.842472534,0.991691331,0.842473
"PM20D1_T cell, CD4, naive",PM20D1,"T cell, CD4, naive",1,0.038650545,0.007730109,NA,NA,5.73E-07,NA,NA,NA,NA,NA,NA,NA,0.023499531,0.053801558,1.039407194,1.023777821,1.05527517,6.45E-05,Prostate cancer,ieu-b-85,"PM20D1_T cell, CD4, naive_Prostate cancer_ieu-b-85",0.854281904,0.991691331,0.854282
"ZFP30_T cell, CD4, TH1 TH17",ZFP30,"T cell, CD4, TH1 TH17",1,-0.049158828,0.011207769,NA,NA,1.15E-05,NA,NA,NA,NA,NA,NA,NA,-0.071126055,-0.027191601,0.952029908,0.931344484,0.973174762,0.00077596,Prostate cancer,ieu-b-85,"ZFP30_T cell, CD4, TH1 TH17_Prostate cancer_ieu-b-85",0.878106339,1,0.878106
"AMT_Monocyte, classical",AMT,"Monocyte, classical",1,-0.032315839,0.008479375,NA,NA,0.000138344,NA,NA,NA,NA,NA,NA,NA,-0.048935414,-0.015696265,0.968200738,0.952242629,0.984426279,0.006248768,Prostate cancer,ieu-b-85,"AMT_Monocyte, classical_Prostate cancer_ieu-b-85",0.188935849,1,0.984005
"AMT_T cell, CD4, memory TREG",AMT,"T cell, CD4, memory TREG",1,-0.036267444,0.009831536,NA,NA,0.000225236,NA,NA,NA,NA,NA,NA,NA,-0.055537255,-0.016997633,0.964382341,0.945976781,0.983146011,0.009128947,Prostate cancer,ieu-b-85,"AMT_T cell, CD4, memory TREG_Prostate cancer_ieu-b-85",0.862784277,0.989648926,0.862784
"AMT_T cell, CD4, TH2",AMT,"T cell, CD4, TH2",1,-0.035753529,0.009692222,NA,NA,0.000225236,NA,NA,NA,NA,NA,NA,NA,-0.054750284,-0.016756775,0.964878078,0.94672153,0.983382839,0.009128947,Prostate cancer,ieu-b-85,"AMT_T cell, CD4, TH2_Prostate cancer_ieu-b-85",0.671612558,0.989648926,0.912502
"WDR52_T cell, CD8, naive",WDR52,"T cell, CD8, naive",1,0.071136564,0.010017448,NA,NA,1.24E-12,NA,NA,NA,NA,NA,NA,NA,0.051502365,0.090770763,1.073727848,1.052851676,1.095017957,7.58E-10,Prostate cancer,ieu-b-85,"WDR52_T cell, CD8, naive_Prostate cancer_ieu-b-85",0.788422522,1,0.847787
"CTB-118N6.3_T cell, CD4, TH17",CTB-118N6.3,"T cell, CD4, TH17",1,0.076019268,0.02052841,NA,NA,0.00021296,NA,NA,NA,NA,NA,NA,NA,0.035783584,0.116254951,1.078983364,1.036431522,1.123282218,0.03617898,Skin cancer,finn-b-C3_SKIN,"CTB-118N6.3_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.864052549,1,0.864053
"BNC2_NK cell, CD56dim CD16+",BNC2,"NK cell, CD56dim CD16+",1,0.087858011,0.018122148,NA,NA,1.25E-06,NA,NA,NA,NA,NA,NA,NA,0.0523386,0.123377422,1.091833082,1.053732476,1.131311322,0.000315847,Skin cancer,finn-b-C3_SKIN,"BNC2_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.96630522,1,0.966305
"KRT1_T cell, CD4, memory TREG",KRT1,"T cell, CD4, memory TREG",1,0.059025885,0.015713376,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.028227669,0.089824101,1.060802699,1.028629845,1.093981837,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.874690805,1,0.874691
"KRT1_T cell, CD4, naive",KRT1,"T cell, CD4, naive",1,0.058553773,0.015587694,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.028001893,0.089105653,1.060302,1.028397631,1.09319615,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.877834062,1,0.877834
"KRT1_T cell, CD4, naive activated",KRT1,"T cell, CD4, naive activated",1,0.071778169,0.019108181,NA,NA,0.000172368,NA,NA,NA,NA,NA,NA,NA,0.034326133,0.109230204,1.074416978,1.034922074,1.115419095,0.029619566,Skin cancer,finn-b-C3_SKIN,"KRT1_T cell, CD4, naive activated_Skin cancer_finn-b-C3_SKIN",0.891384562,1,0.891385
"CASP8_Monocyte, classical",CASP8,"Monocyte, classical",1,-0.109493415,0.013783593,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.136509257,-0.082477573,0.896288066,0.872398244,0.920832089,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.968088662,1,0.968089
"CASP8_T cell, CD4, naive TREG",CASP8,"T cell, CD4, naive TREG",1,-0.117433476,0.014783128,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.146408408,-0.088458545,0.889199663,0.863804846,0.915341056,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, naive TREG_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_T cell, CD4, TH2",CASP8,"T cell, CD4, TH2",1,-0.118643795,0.014935489,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.147917354,-0.089370235,0.888124099,0.862502394,0.914506928,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH2_Skin cancer_finn-b-C3_SKIN",0.968060042,1,0.96806
"CASP8_T cell, CD4, TH1 TH17",CASP8,"T cell, CD4, TH1 TH17",1,-0.115518862,0.014542107,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.144021391,-0.087016332,0.890903768,0.865869226,0.916662125,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH1 TH17_Skin cancer_finn-b-C3_SKIN",0.75240892,1,1
"CASP8_T cell, CD4, TH17",CASP8,"T cell, CD4, TH17",1,-0.114043732,0.01435641,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.142182296,-0.085905169,0.892218936,0.867463107,0.917681252,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.968088662,1,0.968089
"CASP8_T cell, CD4, naive",CASP8,"T cell, CD4, naive",1,-0.114436673,0.014405875,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.142672188,-0.086201157,0.891868416,0.867038248,0.917409669,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, naive_Skin cancer_finn-b-C3_SKIN",0.531241881,1,1
"CASP8_T cell, CD4, memory TREG",CASP8,"T cell, CD4, memory TREG",1,-0.110238472,0.013877384,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.137438145,-0.083038798,0.89562053,0.871588261,0.92031544,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, memory TREG_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_T cell, CD4, TFH",CASP8,"T cell, CD4, TFH",1,-0.110754875,0.013942392,NA,NA,1.96E-15,NA,NA,NA,NA,NA,NA,NA,-0.138081963,-0.083427787,0.895158148,0.871027297,0.919957517,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"CASP8_Monocyte, non-classical",CASP8,"Monocyte, non-classical",1,-0.111042639,0.014022748,NA,NA,2.40E-15,NA,NA,NA,NA,NA,NA,NA,-0.138527225,-0.083558052,0.894900591,0.870639547,0.919837687,2.36E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.819643395,1,0.819643
"CASP8_NK cell, CD56dim CD16+",CASP8,"NK cell, CD56dim CD16+",1,-0.11791791,0.014890975,NA,NA,2.40E-15,NA,NA,NA,NA,NA,NA,NA,-0.147104222,-0.088731599,0.888769009,0.863204008,0.915091152,2.36E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",0.529547878,1,1
"PADI6_NK cell, CD56dim CD16+",PADI6,"NK cell, CD56dim CD16+",1,-0.052132965,0.01319927,NA,NA,7.83E-05,NA,NA,NA,NA,NA,NA,NA,-0.078003534,-0.026262396,0.949202647,0.924961157,0.974079461,0.016477413,Skin cancer,finn-b-C3_SKIN,"PADI6_NK cell, CD56dim CD16+_Skin cancer_finn-b-C3_SKIN",8.63E-09,1,1
"PADI6_Monocyte, classical",PADI6,"Monocyte, classical",1,-0.048103753,0.012179135,NA,NA,7.83E-05,NA,NA,NA,NA,NA,NA,NA,-0.071974857,-0.024232648,0.953034902,0.930554292,0.976058605,0.016477413,Skin cancer,finn-b-C3_SKIN,"PADI6_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",1.06E-08,1,1
"HORMAD1_Monocyte, non-classical",HORMAD1,"Monocyte, non-classical",1,-0.079973617,0.015372058,NA,NA,1.97E-07,NA,NA,NA,NA,NA,NA,NA,-0.110102851,-0.049844384,0.923140701,0.895742003,0.951377463,6.83E-05,Skin cancer,finn-b-C3_SKIN,"HORMAD1_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.022717639,1,1
"CERS2_T cell, CD4, TH17",CERS2,"T cell, CD4, TH17",1,-0.117528322,0.022320736,NA,NA,1.40E-07,NA,NA,NA,NA,NA,NA,NA,-0.161276965,-0.073779678,0.88911533,0.851056326,0.928876323,5.10E-05,Skin cancer,finn-b-C3_SKIN,"CERS2_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.412945761,1,0.969315
"ARNT_T cell, CD4, TH17",ARNT,"T cell, CD4, TH17",1,-0.107135,0.021182586,NA,NA,4.24E-07,NA,NA,NA,NA,NA,NA,NA,-0.148652868,-0.065617132,0.89840438,0.861868245,0.936489347,0.000119702,Skin cancer,finn-b-C3_SKIN,"ARNT_T cell, CD4, TH17_Skin cancer_finn-b-C3_SKIN",0.412941656,1,0.969315
"CDK10_T cell, CD4, TFH",CDK10,"T cell, CD4, TFH",1,-0.155242805,0.018685546,NA,NA,9.72E-17,NA,NA,NA,NA,NA,NA,NA,-0.191866475,-0.118619135,0.856207261,0.825417075,0.888146,7.26E-13,Skin cancer,finn-b-C3_SKIN,"CDK10_T cell, CD4, TFH_Skin cancer_finn-b-C3_SKIN",1.75E-05,1,0.999955
"SPG7_Monocyte, classical",SPG7,"Monocyte, classical",1,-0.162360595,0.019051281,NA,NA,1.56E-17,NA,NA,NA,NA,NA,NA,NA,-0.199701105,-0.125020085,0.850134595,0.818975505,0.882479178,2.34E-13,Skin cancer,finn-b-C3_SKIN,"SPG7_Monocyte, classical_Skin cancer_finn-b-C3_SKIN",0.884081813,1,0.884132
"CASP8_T cell, CD8, naive",CASP8,"T cell, CD8, naive",1,-0.116052896,0.01442771,NA,NA,8.71E-16,NA,NA,NA,NA,NA,NA,NA,-0.144331208,-0.087774583,0.890428122,0.865601006,0.915967328,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD8, naive_Skin cancer_finn-b-C3_SKIN",0.968060042,1,0.96806
"CASP8_T cell, CD4, TH1",CASP8,"T cell, CD4, TH1",1,-0.118998831,0.014793949,NA,NA,8.71E-16,NA,NA,NA,NA,NA,NA,NA,-0.147994971,-0.09000269,0.887808839,0.862435452,0.913928727,2.26E-12,Skin cancer,finn-b-C3_SKIN,"CASP8_T cell, CD4, TH1_Skin cancer_finn-b-C3_SKIN",0.529324708,1,1
"GOLPH3L_Monocyte, non-classical",GOLPH3L,"Monocyte, non-classical",1,-0.083591755,0.016067515,NA,NA,1.97E-07,NA,NA,NA,NA,NA,NA,NA,-0.115084084,-0.052099425,0.919806686,0.891291198,0.949234484,6.83E-05,Skin cancer,finn-b-C3_SKIN,"GOLPH3L_Monocyte, non-classical_Skin cancer_finn-b-C3_SKIN",0.022717011,1,1
